Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RoleTenureRatio,ManagerTenureRatio,IncomeTenureRatio,IncomeTotalWorkRatio,RoleTenureRatio_was_nan,ManagerTenureRatio_was_nan,IncomeTenureRatio_was_nan,IncomeTotalWorkRatio_was_nan
36,No,Travel_Rarely,1157,Sales,2,4-Master,Life Sciences,3-High,Male,70,3-High,1,Sales Representative,4-Very High,Single,2644,17001,3,Yes,21,4-Outstanding,4-Very High,0,7,3,2-Good,3,2,1,2,0.67,0.67,881.33,377.71,0,0,0,0
48,No,Travel_Rarely,492,Sales,16,4-Master,Life Sciences,3-High,Female,96,3-High,2,Sales Executive,3-High,Divorced,6439,13693,8,No,14,3-Excellent,3-High,1,18,2,3-Better,8,7,7,7,0.88,0.88,804.88,357.72,0,0,0,0
29,No,Travel_Rarely,598,Research & Development,9,3-Bachelor,Life Sciences,3-High,Male,91,4-Very High,1,Research Scientist,3-High,Married,2451,22376,6,No,18,3-Excellent,1-Low,2,5,2,2-Good,1,0,0,0,0.0,0.0,2451.0,490.2,0,0,0,0
33,No,Travel_Rarely,1242,Sales,8,4-Master,Life Sciences,1-Low,Male,46,3-High,2,Sales Executive,1-Low,Married,6392,10589,2,No,13,3-Excellent,4-Very High,1,8,6,1-Bad,2,2,2,2,1.0,1.0,3196.0,799.0,0,0,0,0
30,Yes,Travel_Rarely,740,Sales,1,3-Bachelor,Life Sciences,2-Medium,Male,64,2-Medium,2,Sales Executive,1-Low,Married,9714,5323,1,No,11,3-Excellent,4-Very High,1,10,4,3-Better,10,8,6,7,0.8,0.7,971.4,971.4,0,0,0,0
38,No,Travel_Frequently,888,Human Resources,10,4-Master,Human Resources,3-High,Male,71,3-High,2,Human Resources,3-High,Married,6077,14814,3,No,11,3-Excellent,3-High,0,10,2,3-Better,6,3,1,2,0.5,0.33,1012.83,607.7,0,0,0,0
35,No,Travel_Rarely,992,Research & Development,1,3-Bachelor,Medical,4-Very High,Male,68,2-Medium,1,Laboratory Technician,1-Low,Single,2450,21731,1,No,19,3-Excellent,2-Medium,0,3,3,3-Better,3,0,1,2,0.0,0.67,816.67,816.67,0,0,0,0
30,No,Travel_Rarely,1288,Sales,29,4-Master,Technical Degree,3-High,Male,33,3-High,3,Sales Executive,2-Medium,Married,9250,17799,3,No,12,3-Excellent,2-Medium,1,9,3,3-Better,4,2,1,3,0.5,0.75,2312.5,1027.78,0,0,0,0
35,Yes,Travel_Rarely,104,Research & Development,2,3-Bachelor,Life Sciences,1-Low,Female,69,3-High,1,Laboratory Technician,1-Low,Divorced,2074,26619,1,Yes,12,3-Excellent,4-Very High,1,1,2,3-Better,1,0,0,0,0.0,0.0,2074.0,2074.0,0,0,0,0
53,Yes,Travel_Rarely,607,Research & Development,2,5-Doctor,Technical Degree,3-High,Female,78,2-Medium,3,Manufacturing Director,4-Very High,Married,10169,14618,0,No,16,3-Excellent,2-Medium,1,34,4,3-Better,33,7,1,9,0.21,0.27,308.15,299.09,0,0,0,0
38,Yes,Travel_Rarely,903,Research & Development,2,3-Bachelor,Medical,3-High,Male,81,3-High,2,Manufacturing Director,2-Medium,Married,4855,7653,4,No,11,3-Excellent,1-Low,2,7,2,3-Better,5,2,1,4,0.4,0.8,971.0,693.57,0,0,0,0
32,No,Non-Travel,1200,Research & Development,1,4-Master,Technical Degree,4-Very High,Male,62,3-High,2,Research Scientist,1-Low,Married,4087,25174,4,No,14,3-Excellent,2-Medium,1,9,3,2-Good,6,5,1,2,0.83,0.33,681.17,454.11,0,0,0,0
48,No,Travel_Rarely,1108,Research & Development,15,4-Master,Other,3-High,Female,65,3-High,1,Research Scientist,1-Low,Married,2367,16530,8,No,12,3-Excellent,4-Very High,1,10,3,2-Good,8,2,7,6,0.25,0.75,295.88,236.7,0,0,0,0
34,No,Travel_Rarely,479,Research & Development,7,4-Master,Medical,1-Low,Male,35,3-High,1,Research Scientist,4-Very High,Single,2972,22061,1,No,13,3-Excellent,3-High,0,1,4,1-Bad,1,0,0,0,0.0,0.0,2972.0,2972.0,0,0,0,0
55,No,Travel_Rarely,685,Sales,26,5-Doctor,Marketing,3-High,Male,60,2-Medium,5,Manager,4-Very High,Married,19586,23037,1,No,21,4-Outstanding,3-High,1,36,3,3-Better,36,6,2,13,0.17,0.36,544.06,544.06,0,0,0,0
34,No,Travel_Rarely,1351,Research & Development,1,4-Master,Life Sciences,2-Medium,Male,45,3-High,2,Research Scientist,4-Very High,Married,5484,13008,9,No,17,3-Excellent,2-Medium,1,9,3,2-Good,2,2,2,1,1.0,0.5,2742.0,609.33,0,0,0,0
26,No,Travel_Rarely,474,Research & Development,3,3-Bachelor,Life Sciences,1-Low,Female,89,3-High,1,Research Scientist,4-Very High,Married,2061,11133,1,No,21,4-Outstanding,1-Low,0,1,5,3-Better,1,0,0,0,0.0,0.0,2061.0,2061.0,0,0,0,0
38,No,Travel_Rarely,1245,Sales,14,3-Bachelor,Life Sciences,3-High,Male,80,3-High,2,Sales Executive,2-Medium,Married,9924,12355,0,No,11,3-Excellent,4-Very High,1,10,3,3-Better,9,8,7,7,0.89,0.78,1102.67,992.4,0,0,0,0
38,No,Travel_Rarely,437,Sales,16,3-Bachelor,Life Sciences,2-Medium,Female,90,3-High,2,Sales Executive,2-Medium,Single,4198,16379,2,No,12,3-Excellent,2-Medium,0,8,5,4-Best,3,2,1,2,0.67,0.67,1399.33,524.75,0,0,0,0
36,No,Travel_Rarely,884,Sales,1,4-Master,Life Sciences,2-Medium,Female,73,3-High,2,Sales Executive,3-High,Single,6815,21447,6,No,13,3-Excellent,1-Low,0,15,5,3-Better,1,0,0,0,0.0,0.0,6815.0,454.33,0,0,0,0
29,No,Travel_Rarely,1370,Research & Development,3,1-Below College,Medical,2-Medium,Male,87,3-High,1,Laboratory Technician,1-Low,Single,4723,16213,1,Yes,18,3-Excellent,4-Very High,0,10,3,3-Better,10,9,1,5,0.9,0.5,472.3,472.3,0,0,0,0
35,No,Travel_Rarely,670,Research & Development,10,4-Master,Medical,1-Low,Female,51,3-High,2,Healthcare Representative,3-High,Single,6142,4223,3,Yes,16,3-Excellent,3-High,0,10,4,3-Better,5,2,0,4,0.4,0.8,1228.4,614.2,0,0,0,0
39,No,Travel_Rarely,1462,Sales,6,3-Bachelor,Medical,4-Very High,Male,38,4-Very High,3,Sales Executive,3-High,Married,8237,4658,2,No,11,3-Excellent,1-Low,1,11,3,3-Better,7,6,7,6,0.86,0.86,1176.71,748.82,0,0,0,0
29,No,Travel_Frequently,995,Research & Development,2,1-Below College,Life Sciences,1-Low,Male,87,3-High,2,Healthcare Representative,4-Very High,Divorced,8853,24483,1,No,19,3-Excellent,4-Very High,1,6,0,4-Best,6,4,1,3,0.67,0.5,1475.5,1475.5,0,0,0,0
50,No,Travel_Rarely,264,Sales,9,3-Bachelor,Marketing,3-High,Male,59,3-High,5,Manager,3-High,Married,19331,19519,4,Yes,16,3-Excellent,3-High,1,27,2,3-Better,1,0,0,0,0.0,0.0,19331.0,715.96,0,0,0,0
23,No,Travel_Rarely,977,Research & Development,10,3-Bachelor,Technical Degree,4-Very High,Male,45,4-Very High,1,Research Scientist,3-High,Married,2073,12826,2,No,16,3-Excellent,4-Very High,1,4,2,3-Better,2,2,2,2,1.0,1.0,1036.5,518.25,0,0,0,0
36,No,Travel_Frequently,1302,Research & Development,6,4-Master,Life Sciences,1-Low,Male,80,4-Very High,2,Laboratory Technician,1-Low,Married,5562,19711,3,Yes,13,3-Excellent,4-Very High,1,9,3,3-Better,3,2,0,2,0.67,0.67,1854.0,618.0,0,0,0,0
42,No,Travel_Rarely,1059,Research & Development,9,2-College,Other,4-Very High,Male,93,2-Medium,5,Manager,4-Very High,Single,19613,26362,8,No,22,4-Outstanding,4-Very High,0,24,2,3-Better,1,0,0,1,0.0,1.0,19613.0,817.21,0,0,0,0
35,No,Travel_Rarely,750,Research & Development,28,3-Bachelor,Life Sciences,2-Medium,Male,46,4-Very High,2,Laboratory Technician,3-High,Married,3407,25348,1,No,17,3-Excellent,4-Very High,2,10,3,2-Good,10,9,6,8,0.9,0.8,340.7,340.7,0,0,0,0
34,No,Travel_Frequently,653,Research & Development,10,4-Master,Technical Degree,4-Very High,Male,92,2-Medium,2,Healthcare Representative,3-High,Married,5063,15332,1,No,14,3-Excellent,2-Medium,1,8,3,2-Good,8,2,7,7,0.25,0.88,632.88,632.88,0,0,0,0
40,No,Travel_Rarely,118,Sales,14,2-College,Life Sciences,4-Very High,Female,84,3-High,2,Sales Executive,1-Low,Married,4639,11262,1,No,15,3-Excellent,3-High,1,5,2,3-Better,5,4,1,2,0.8,0.4,927.8,927.8,0,0,0,0
43,No,Travel_Rarely,990,Research & Development,27,3-Bachelor,Technical Degree,4-Very High,Male,87,4-Very High,1,Laboratory Technician,2-Medium,Divorced,4876,5855,5,No,12,3-Excellent,3-High,1,8,0,3-Better,6,4,0,2,0.67,0.33,812.67,609.5,0,0,0,0
35,No,Travel_Rarely,1349,Research & Development,7,2-College,Life Sciences,3-High,Male,63,2-Medium,1,Laboratory Technician,4-Very High,Married,2690,7713,1,No,18,3-Excellent,4-Very High,1,1,5,2-Good,1,0,0,1,0.0,1.0,2690.0,2690.0,0,0,0,0
46,No,Travel_Rarely,563,Sales,1,4-Master,Life Sciences,4-Very High,Male,56,4-Very High,4,Manager,1-Low,Single,17567,3156,1,No,15,3-Excellent,2-Medium,0,27,5,1-Bad,26,0,0,12,0.0,0.46,675.65,650.63,0,0,0,0
28,Yes,Travel_Rarely,329,Research & Development,24,3-Bachelor,Medical,3-High,Male,51,3-High,1,Laboratory Technician,2-Medium,Married,2408,7324,1,Yes,17,3-Excellent,3-High,3,1,3,3-Better,1,1,0,0,1.0,0.0,2408.0,2408.0,0,0,0,0
22,No,Non-Travel,457,Research & Development,26,2-College,Other,2-Medium,Female,85,2-Medium,1,Research Scientist,3-High,Married,2814,10293,1,Yes,14,3-Excellent,2-Medium,0,4,2,2-Good,4,2,1,3,0.5,0.75,703.5,703.5,0,0,0,0
50,No,Travel_Frequently,1234,Research & Development,20,5-Doctor,Medical,2-Medium,Male,41,3-High,4,Healthcare Representative,3-High,Married,11245,20689,2,Yes,15,3-Excellent,3-High,1,32,3,3-Better,30,8,12,13,0.27,0.43,374.83,351.41,0,0,0,0
32,No,Travel_Rarely,634,Research & Development,5,4-Master,Other,2-Medium,Female,35,4-Very High,1,Research Scientist,4-Very High,Married,3312,18783,3,No,17,3-Excellent,4-Very High,2,6,3,3-Better,3,2,0,2,0.67,0.67,1104.0,552.0,0,0,0,0
44,No,Travel_Rarely,1313,Research & Development,7,3-Bachelor,Medical,2-Medium,Female,31,3-High,5,Research Director,4-Very High,Divorced,19049,3549,0,Yes,14,3-Excellent,4-Very High,1,23,4,2-Good,22,7,1,10,0.32,0.45,865.86,828.22,0,0,0,0
30,No,Travel_Rarely,241,Research & Development,7,3-Bachelor,Medical,2-Medium,Male,48,2-Medium,1,Research Scientist,2-Medium,Married,2141,5348,1,No,12,3-Excellent,2-Medium,1,6,3,2-Good,6,4,1,1,0.67,0.17,356.83,356.83,0,0,0,0
45,No,Travel_Rarely,1015,Research & Development,5,5-Doctor,Medical,3-High,Female,50,1-Low,2,Laboratory Technician,1-Low,Single,5769,23447,1,Yes,14,3-Excellent,1-Low,0,10,3,3-Better,10,7,1,4,0.7,0.4,576.9,576.9,0,0,0,0
45,No,Non-Travel,336,Sales,26,3-Bachelor,Marketing,1-Low,Male,52,2-Medium,2,Sales Executive,1-Low,Married,4385,24162,1,No,15,3-Excellent,1-Low,1,10,2,3-Better,10,7,4,5,0.7,0.5,438.5,438.5,0,0,0,0
31,No,Travel_Frequently,715,Sales,2,4-Master,Other,4-Very High,Male,54,3-High,2,Sales Executive,1-Low,Single,5332,21602,7,No,13,3-Excellent,4-Very High,0,10,3,3-Better,5,2,0,3,0.4,0.6,1066.4,533.2,0,0,0,0
36,No,Travel_Rarely,559,Research & Development,12,4-Master,Life Sciences,3-High,Female,76,3-High,2,Manufacturing Director,3-High,Married,4663,12421,9,Yes,12,3-Excellent,2-Medium,2,7,2,3-Better,3,2,1,1,0.67,0.33,1554.33,666.14,0,0,0,0
34,No,Travel_Frequently,426,Research & Development,10,4-Master,Life Sciences,3-High,Male,42,4-Very High,2,Manufacturing Director,4-Very High,Divorced,4724,17000,1,No,13,3-Excellent,1-Low,1,9,3,3-Better,9,7,7,2,0.78,0.22,524.89,524.89,0,0,0,0
49,No,Travel_Rarely,722,Research & Development,25,4-Master,Life Sciences,3-High,Female,84,3-High,1,Laboratory Technician,1-Low,Married,3211,22102,1,No,14,3-Excellent,4-Very High,1,10,3,2-Good,9,6,1,4,0.67,0.44,356.78,321.1,0,0,0,0
39,No,Travel_Rarely,1387,Research & Development,10,5-Doctor,Medical,2-Medium,Male,76,3-High,2,Manufacturing Director,1-Low,Married,5377,3835,2,No,13,3-Excellent,4-Very High,3,10,3,3-Better,7,7,7,7,1.0,1.0,768.14,537.7,0,0,0,0
27,No,Travel_Rarely,1302,Research & Development,19,3-Bachelor,Other,4-Very High,Male,67,2-Medium,1,Laboratory Technician,1-Low,Divorced,4066,16290,1,No,11,3-Excellent,1-Low,2,7,3,3-Better,7,7,0,7,1.0,1.0,580.86,580.86,0,0,0,0
35,No,Travel_Rarely,819,Research & Development,18,5-Doctor,Life Sciences,2-Medium,Male,48,4-Very High,2,Research Scientist,1-Low,Married,5208,26312,1,No,11,3-Excellent,4-Very High,0,16,2,3-Better,16,15,1,10,0.94,0.62,325.5,325.5,0,0,0,0
28,No,Travel_Rarely,580,Research & Development,27,3-Bachelor,Medical,2-Medium,Female,39,1-Low,2,Manufacturing Director,1-Low,Divorced,4877,20460,0,No,21,4-Outstanding,2-Medium,1,6,5,2-Good,5,3,0,0,0.6,0.0,975.4,812.83,0,0,0,0
21,No,Travel_Rarely,546,Research & Development,5,1-Below College,Medical,3-High,Male,97,3-High,1,Research Scientist,4-Very High,Single,3117,26009,1,No,18,3-Excellent,3-High,0,3,2,3-Better,2,2,2,2,1.0,1.0,1558.5,1039.0,0,0,0,0
18,Yes,Travel_Frequently,544,Sales,3,2-College,Medical,2-Medium,Female,70,3-High,1,Sales Representative,4-Very High,Single,1569,18420,1,Yes,12,3-Excellent,3-High,0,0,2,4-Best,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,4-Master,Life Sciences,4-Very High,Female,98,3-High,5,Manager,3-High,Married,19658,5220,3,No,11,3-Excellent,3-High,1,27,2,3-Better,5,2,1,0,0.4,0.0,3931.6,728.07,0,0,0,0
39,No,Travel_Rarely,170,Research & Development,3,2-College,Medical,3-High,Male,76,2-Medium,2,Laboratory Technician,3-High,Divorced,3069,10302,0,No,15,3-Excellent,4-Very High,1,11,3,3-Better,10,8,0,7,0.8,0.7,306.9,279.0,0,0,0,0
40,No,Travel_Rarely,884,Research & Development,15,3-Bachelor,Life Sciences,1-Low,Female,80,2-Medium,3,Manufacturing Director,3-High,Married,10435,25800,1,No,13,3-Excellent,4-Very High,2,18,2,3-Better,18,15,14,12,0.83,0.67,579.72,579.72,0,0,0,0
35,No,Non-Travel,208,Research & Development,8,4-Master,Life Sciences,3-High,Female,52,3-High,2,Healthcare Representative,3-High,Married,4148,12250,1,No,12,3-Excellent,4-Very High,1,15,5,3-Better,14,11,2,9,0.79,0.64,296.29,276.53,0,0,0,0
37,No,Travel_Rarely,671,Research & Development,19,3-Bachelor,Life Sciences,3-High,Male,85,3-High,2,Manufacturing Director,3-High,Married,5768,26493,3,No,17,3-Excellent,1-Low,3,9,2,2-Good,4,3,0,2,0.75,0.5,1442.0,640.89,0,0,0,0
39,No,Travel_Frequently,711,Research & Development,4,3-Bachelor,Medical,1-Low,Female,81,3-High,2,Manufacturing Director,3-High,Single,5042,3140,0,No,13,3-Excellent,4-Very High,0,10,2,1-Bad,9,2,3,8,0.22,0.89,560.22,504.2,0,0,0,0
45,No,Travel_Rarely,1329,Research & Development,2,2-College,Other,4-Very High,Female,59,2-Medium,2,Manufacturing Director,4-Very High,Divorced,5770,5388,1,No,19,3-Excellent,1-Low,2,10,3,3-Better,10,7,3,9,0.7,0.9,577.0,577.0,0,0,0,0
38,No,Travel_Rarely,397,Research & Development,2,2-College,Medical,4-Very High,Female,54,2-Medium,3,Manufacturing Director,3-High,Married,7756,14199,3,Yes,19,3-Excellent,4-Very High,1,10,6,4-Best,5,4,0,2,0.8,0.4,1551.2,775.6,0,0,0,0
35,Yes,Travel_Rarely,737,Sales,10,3-Bachelor,Medical,4-Very High,Male,55,2-Medium,3,Sales Executive,1-Low,Married,10306,21530,9,No,17,3-Excellent,3-High,0,15,3,3-Better,13,12,6,0,0.92,0.0,792.77,687.07,0,0,0,0
37,No,Travel_Rarely,1470,Research & Development,10,3-Bachelor,Medical,2-Medium,Female,71,3-High,1,Research Scientist,2-Medium,Married,3936,9953,1,No,11,3-Excellent,1-Low,1,8,2,1-Bad,8,4,7,7,0.5,0.88,492.0,492.0,0,0,0,0
40,No,Travel_Rarely,448,Research & Development,16,3-Bachelor,Life Sciences,3-High,Female,84,3-High,3,Manufacturing Director,4-Very High,Single,7945,19948,6,Yes,15,3-Excellent,4-Very High,0,18,2,2-Good,4,2,3,3,0.5,0.75,1986.25,441.39,0,0,0,0
44,No,Travel_Frequently,602,Human Resources,1,5-Doctor,Human Resources,1-Low,Male,37,3-High,2,Human Resources,4-Very High,Married,5743,10503,4,Yes,11,3-Excellent,3-High,0,14,3,3-Better,10,7,0,2,0.7,0.2,574.3,410.21,0,0,0,0
48,No,Travel_Frequently,365,Research & Development,4,5-Doctor,Medical,3-High,Male,89,2-Medium,4,Manager,4-Very High,Married,15202,5602,2,No,25,4-Outstanding,2-Medium,1,23,3,3-Better,2,2,2,2,1.0,1.0,7601.0,660.96,0,0,0,0
35,Yes,Travel_Rarely,763,Sales,15,2-College,Medical,1-Low,Male,59,1-Low,2,Sales Executive,4-Very High,Divorced,5440,22098,6,Yes,14,3-Excellent,4-Very High,2,7,2,2-Good,2,2,2,2,1.0,1.0,2720.0,777.14,0,0,0,0
24,No,Travel_Frequently,567,Research & Development,2,1-Below College,Technical Degree,1-Low,Female,32,3-High,1,Research Scientist,4-Very High,Single,3760,17218,1,Yes,13,3-Excellent,3-High,0,6,2,3-Better,6,3,1,3,0.5,0.5,626.67,626.67,0,0,0,0
27,No,Travel_Rarely,486,Research & Development,8,3-Bachelor,Medical,2-Medium,Female,86,4-Very High,1,Research Scientist,3-High,Married,3517,22490,7,No,17,3-Excellent,1-Low,0,5,0,3-Better,3,2,0,2,0.67,0.67,1172.33,703.4,0,0,0,0
27,No,Travel_Frequently,591,Research & Development,2,3-Bachelor,Medical,4-Very High,Male,87,3-High,1,Research Scientist,4-Very High,Single,2580,6297,2,No,13,3-Excellent,3-High,0,6,0,2-Good,4,2,1,2,0.5,0.5,645.0,430.0,0,0,0,0
40,Yes,Travel_Rarely,1329,Research & Development,7,3-Bachelor,Life Sciences,1-Low,Male,73,3-High,1,Laboratory Technician,1-Low,Single,2166,3339,3,Yes,14,3-Excellent,2-Medium,0,10,3,1-Bad,4,2,0,3,0.5,0.75,541.5,216.6,0,0,0,0
29,No,Travel_Rarely,469,Sales,10,3-Bachelor,Medical,3-High,Male,42,2-Medium,2,Sales Executive,3-High,Single,5869,23413,9,No,11,3-Excellent,3-High,0,8,2,3-Better,5,2,1,4,0.4,0.8,1173.8,733.62,0,0,0,0
36,No,Travel_Rarely,711,Research & Development,5,4-Master,Life Sciences,2-Medium,Female,42,3-High,3,Healthcare Representative,1-Low,Married,8008,22792,4,No,12,3-Excellent,3-High,2,9,6,3-Better,3,2,0,2,0.67,0.67,2669.33,889.78,0,0,0,0
25,No,Travel_Frequently,772,Research & Development,2,1-Below College,Life Sciences,4-Very High,Male,77,4-Very High,2,Manufacturing Director,3-High,Divorced,5206,4973,1,No,17,3-Excellent,3-High,2,7,6,3-Better,7,7,0,7,1.0,1.0,743.71,743.71,0,0,0,0
39,No,Travel_Rarely,492,Research & Development,12,3-Bachelor,Medical,4-Very High,Male,66,3-High,2,Manufacturing Director,2-Medium,Married,5295,7693,4,No,21,4-Outstanding,3-High,0,7,3,3-Better,5,4,1,0,0.8,0.0,1059.0,756.43,0,0,0,0
49,No,Travel_Rarely,301,Research & Development,22,4-Master,Other,1-Low,Female,72,3-High,4,Research Director,2-Medium,Married,16413,3498,3,No,16,3-Excellent,2-Medium,2,27,2,3-Better,4,2,1,2,0.5,0.5,4103.25,607.89,0,0,0,0
50,No,Travel_Rarely,813,Research & Development,17,5-Doctor,Life Sciences,4-Very High,Female,50,2-Medium,3,Research Director,1-Low,Divorced,13269,21981,5,No,15,3-Excellent,3-High,3,19,3,3-Better,14,11,1,11,0.79,0.79,947.79,698.37,0,0,0,0
20,No,Travel_Rarely,1141,Sales,2,3-Bachelor,Medical,3-High,Female,31,3-High,1,Sales Representative,3-High,Single,2783,13251,1,No,19,3-Excellent,1-Low,0,2,3,3-Better,2,2,2,2,1.0,1.0,1391.5,1391.5,0,0,0,0
34,No,Travel_Rarely,1130,Research & Development,3,3-Bachelor,Life Sciences,4-Very High,Female,66,3-High,2,Research Scientist,2-Medium,Divorced,5433,19332,1,No,12,3-Excellent,3-High,1,11,2,3-Better,11,8,7,9,0.73,0.82,493.91,493.91,0,0,0,0
36,No,Travel_Rarely,311,Research & Development,7,3-Bachelor,Life Sciences,1-Low,Male,77,3-High,1,Laboratory Technician,2-Medium,Single,2013,10950,2,No,11,3-Excellent,3-High,0,15,4,3-Better,4,3,1,3,0.75,0.75,503.25,134.2,0,0,0,0
49,No,Travel_Rarely,465,Research & Development,6,1-Below College,Life Sciences,3-High,Female,41,2-Medium,4,Healthcare Representative,3-High,Married,13966,11652,2,Yes,19,3-Excellent,2-Medium,1,30,3,3-Better,15,11,2,12,0.73,0.8,931.07,465.53,0,0,0,0
36,No,Non-Travel,894,Research & Development,1,4-Master,Medical,4-Very High,Female,33,2-Medium,2,Manufacturing Director,3-High,Married,4374,15411,0,No,15,3-Excellent,3-High,0,4,6,3-Better,3,2,1,2,0.67,0.67,1458.0,1093.5,0,0,0,0
36,No,Travel_Rarely,1040,Research & Development,3,2-College,Life Sciences,4-Very High,Male,79,4-Very High,2,Healthcare Representative,1-Low,Divorced,6842,26308,6,No,20,4-Outstanding,1-Low,1,13,3,3-Better,5,4,0,4,0.8,0.8,1368.4,526.31,0,0,0,0
54,No,Travel_Rarely,584,Research & Development,22,5-Doctor,Medical,2-Medium,Female,91,3-High,4,Manager,3-High,Married,17426,18685,3,No,25,4-Outstanding,3-High,1,36,6,3-Better,10,8,4,7,0.8,0.7,1742.6,484.06,0,0,0,0
43,No,Travel_Rarely,1291,Research & Development,15,2-College,Life Sciences,3-High,Male,65,2-Medium,4,Research Director,3-High,Married,17603,3525,1,No,24,4-Outstanding,1-Low,1,14,3,3-Better,14,10,6,11,0.71,0.79,1257.36,1257.36,0,0,0,0
35,Yes,Travel_Frequently,880,Sales,12,4-Master,Other,4-Very High,Male,36,3-High,2,Sales Executive,4-Very High,Single,4581,10414,3,Yes,24,4-Outstanding,1-Low,0,13,2,4-Best,11,9,6,7,0.82,0.64,416.45,352.38,0,0,0,0
38,No,Travel_Frequently,1189,Research & Development,1,3-Bachelor,Life Sciences,4-Very High,Male,90,3-High,2,Research Scientist,4-Very High,Married,4735,9867,7,No,15,3-Excellent,4-Very High,2,19,4,4-Best,13,11,2,9,0.85,0.69,364.23,249.21,0,0,0,0
29,No,Travel_Rarely,991,Sales,5,3-Bachelor,Medical,1-Low,Male,43,2-Medium,2,Sales Executive,2-Medium,Divorced,4187,3356,1,Yes,13,3-Excellent,2-Medium,1,10,3,2-Good,10,0,0,9,0.0,0.9,418.7,418.7,0,0,0,0
33,No,Travel_Rarely,392,Sales,2,4-Master,Medical,4-Very High,Male,93,3-High,2,Sales Executive,4-Very High,Divorced,5505,3921,1,No,14,3-Excellent,3-High,2,6,5,3-Better,6,2,0,4,0.33,0.67,917.5,917.5,0,0,0,0
32,No,Travel_Rarely,977,Research & Development,2,3-Bachelor,Medical,4-Very High,Male,45,3-High,2,Research Scientist,2-Medium,Divorced,5470,25518,0,No,13,3-Excellent,3-High,2,10,4,2-Good,9,5,1,6,0.56,0.67,607.78,547.0,0,0,0,0
31,No,Travel_Rarely,1112,Sales,5,4-Master,Life Sciences,1-Low,Female,67,3-High,2,Sales Executive,4-Very High,Married,5476,22589,1,No,11,3-Excellent,1-Low,2,10,2,3-Better,10,0,0,2,0.0,0.2,547.6,547.6,0,0,0,0
49,No,Travel_Rarely,464,Research & Development,16,3-Bachelor,Medical,4-Very High,Female,74,3-High,1,Laboratory Technician,1-Low,Divorced,2587,24941,4,Yes,16,3-Excellent,2-Medium,1,17,2,2-Good,2,2,2,2,1.0,1.0,1293.5,152.18,0,0,0,0
38,No,Travel_Frequently,148,Research & Development,2,3-Bachelor,Medical,4-Very High,Female,42,2-Medium,1,Laboratory Technician,2-Medium,Single,2440,23826,1,No,22,4-Outstanding,2-Medium,0,4,3,3-Better,4,3,3,3,0.75,0.75,610.0,610.0,0,0,0,0
47,No,Travel_Rarely,1225,Sales,2,4-Master,Life Sciences,2-Medium,Female,47,4-Very High,4,Manager,2-Medium,Divorced,15972,21086,6,No,14,3-Excellent,3-High,3,29,2,3-Better,3,2,1,2,0.67,0.67,5324.0,550.76,0,0,0,0
49,No,Travel_Rarely,809,Research & Development,1,3-Bachelor,Life Sciences,3-High,Male,36,3-High,4,Manager,3-High,Single,15379,22384,4,No,14,3-Excellent,1-Low,0,23,2,3-Better,8,7,0,0,0.88,0.0,1922.38,668.65,0,0,0,0
41,No,Travel_Rarely,1206,Sales,23,2-College,Life Sciences,4-Very High,Male,80,3-High,3,Sales Executive,3-High,Single,7082,11591,3,Yes,16,3-Excellent,4-Very High,0,21,2,3-Better,2,0,0,2,0.0,1.0,3541.0,337.24,0,0,0,0
20,No,Travel_Rarely,727,Sales,9,1-Below College,Life Sciences,4-Very High,Male,54,3-High,1,Sales Representative,1-Low,Single,2728,21082,1,No,11,3-Excellent,1-Low,0,2,3,3-Better,2,2,0,2,1.0,1.0,1364.0,1364.0,0,0,0,0
33,No,Non-Travel,530,Sales,16,3-Bachelor,Life Sciences,3-High,Female,36,3-High,2,Sales Executive,4-Very High,Divorced,5368,16130,1,Yes,25,4-Outstanding,3-High,1,7,2,3-Better,6,5,1,2,0.83,0.33,894.67,766.86,0,0,0,0
36,No,Travel_Rarely,1351,Research & Development,26,4-Master,Life Sciences,1-Low,Male,80,3-High,2,Healthcare Representative,3-High,Married,5347,7419,6,No,14,3-Excellent,2-Medium,2,10,2,2-Good,3,2,0,2,0.67,0.67,1782.33,534.7,0,0,0,0
44,No,Travel_Rarely,528,Human Resources,1,3-Bachelor,Life Sciences,3-High,Female,44,3-High,1,Human Resources,4-Very High,Divorced,3195,4167,4,Yes,18,3-Excellent,1-Low,3,8,2,3-Better,2,2,2,2,1.0,1.0,1597.5,399.38,0,0,0,0
23,Yes,Travel_Rarely,1320,Research & Development,8,1-Below College,Medical,4-Very High,Male,93,2-Medium,1,Laboratory Technician,3-High,Single,3989,20586,1,Yes,11,3-Excellent,1-Low,0,5,2,3-Better,5,4,1,2,0.8,0.4,797.8,797.8,0,0,0,0
